,ald001,am001,ic001,ptsa,ptsa_dil_x_10,DMF
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
386,35,19.44827586,50,40,0,55.55172414
387,35,20.06896552,20,0,16,108.9310345
388,35,20.06896552,20,20.8,0,104.1310345
389,35,20.06896552,20,40,0,84.93103448
390,35,20.06896552,35,0,16,93.93103448
391,35,20.06896552,35,20.8,0,89.13103448
392,35,20.06896552,35,40,0,69.93103448
393,35,20.06896552,50,0,16,78.93103448
394,35,20.06896552,50,20.8,0,74.13103448
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
395,35,20.06896552,50,40,0,54.93103448
396,35,20.68965517,20,0,16,108.3103448
397,35,20.68965517,20,20.8,0,103.5103448
398,35,20.68965517,20,40,0,84.31034483
399,35,20.68965517,35,0,16,93.31034483
400,35,20.68965517,35,20.8,0,88.51034483
401,35,20.68965517,35,40,0,69.31034483
402,35,20.68965517,50,0,16,78.31034483
403,35,20.68965517,50,20.8,0,73.51034483
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
404,35,20.68965517,50,40,0,54.31034483
405,35,21.31034483,20,0,16,107.6896552
406,35,21.31034483,20,20.8,0,102.8896552
407,35,21.31034483,20,40,0,83.68965517
408,35,21.31034483,35,0,16,92.68965517
409,35,21.31034483,35,20.8,0,87.88965517
410,35,21.31034483,35,40,0,68.68965517
411,35,21.31034483,50,0,16,77.68965517
412,35,21.31034483,50,20.8,0,72.88965517
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
413,35,21.31034483,50,40,0,53.68965517
414,35,21.93103448,20,0,16,107.0689655
415,35,21.93103448,20,20.8,0,102.2689655
416,35,21.93103448,20,40,0,83.06896552
417,35,21.93103448,35,0,16,92.06896552
418,35,21.93103448,35,20.8,0,87.26896552
419,35,21.93103448,35,40,0,68.06896552
420,35,21.93103448,50,0,16,77.06896552
421,35,21.93103448,50,20.8,0,72.26896552
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
422,35,21.93103448,50,40,0,53.06896552
423,35,22.55172414,20,0,16,106.4482759
424,35,22.55172414,20,20.8,0,101.6482759
425,35,22.55172414,20,40,0,82.44827586
426,35,22.55172414,35,0,16,91.44827586
427,35,22.55172414,35,20.8,0,86.64827586
428,35,22.55172414,35,40,0,67.44827586
429,35,22.55172414,50,0,16,76.44827586
430,35,22.55172414,50,20.8,0,71.64827586
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
431,35,22.55172414,50,40,0,52.44827586
432,35,23.17241379,20,0,16,105.8275862
433,35,23.17241379,20,20.8,0,101.0275862
434,35,23.17241379,20,40,0,81.82758621
435,35,23.17241379,35,0,16,90.82758621
436,35,23.17241379,35,20.8,0,86.02758621
437,35,23.17241379,35,40,0,66.82758621
438,35,23.17241379,50,0,16,75.82758621
439,35,23.17241379,50,20.8,0,71.02758621
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
440,35,23.17241379,50,40,0,51.82758621
441,35,23.79310345,20,0,16,105.2068966
442,35,23.79310345,20,20.8,0,100.4068966
443,35,23.79310345,20,40,0,81.20689655
444,35,23.79310345,35,0,16,90.20689655
445,35,23.79310345,35,20.8,0,85.40689655
446,35,23.79310345,35,40,0,66.20689655
447,35,23.79310345,50,0,16,75.20689655
448,35,23.79310345,50,20.8,0,70.40689655
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
449,35,23.79310345,50,40,0,51.20689655
450,35,24.4137931,20,0,16,104.5862069
451,35,24.4137931,20,20.8,0,99.7862069
452,35,24.4137931,20,40,0,80.5862069
453,35,24.4137931,35,0,16,89.5862069
454,35,24.4137931,35,20.8,0,84.7862069
455,35,24.4137931,35,40,0,65.5862069
456,35,24.4137931,50,0,16,74.5862069
457,35,24.4137931,50,20.8,0,69.7862069
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
458,35,24.4137931,50,40,0,50.5862069
459,35,25.03448276,20,0,16,103.9655172
460,35,25.03448276,20,20.8,0,99.16551724
461,35,25.03448276,20,40,0,79.96551724
462,35,25.03448276,35,0,16,88.96551724
463,35,25.03448276,35,20.8,0,84.16551724
464,35,25.03448276,35,40,0,64.96551724
465,35,25.03448276,50,0,16,73.96551724
466,35,25.03448276,50,20.8,0,69.16551724
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
467,35,25.03448276,50,40,0,49.96551724
468,35,25.65517241,20,0,16,103.3448276
469,35,25.65517241,20,20.8,0,98.54482759
470,35,25.65517241,20,40,0,79.34482759
471,35,25.65517241,35,0,16,88.34482759
472,35,25.65517241,35,20.8,0,83.54482759
473,35,25.65517241,35,40,0,64.34482759
474,35,25.65517241,50,0,16,73.34482759
475,35,25.65517241,50,20.8,0,68.54482759
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
476,35,25.65517241,50,40,0,49.34482759
477,35,26.27586207,20,0,16,102.7241379
478,35,26.27586207,20,20.8,0,97.92413793
479,35,26.27586207,20,40,0,78.72413793
480,35,26.27586207,35,0,16,87.72413793
481,35,26.27586207,35,20.8,0,82.92413793
482,35,26.27586207,35,40,0,63.72413793
483,35,26.27586207,50,0,16,72.72413793
484,35,26.27586207,50,20.8,0,67.92413793
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
485,35,26.27586207,50,40,0,48.72413793
486,35,26.89655172,20,0,16,102.1034483
487,35,26.89655172,20,20.8,0,97.30344828
488,35,26.89655172,20,40,0,78.10344828
489,35,26.89655172,35,0,16,87.10344828
490,35,26.89655172,35,20.8,0,82.30344828
491,35,26.89655172,35,40,0,63.10344828
492,35,26.89655172,50,0,16,72.10344828
493,35,26.89655172,50,20.8,0,67.30344828
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
494,35,26.89655172,50,40,0,48.10344828
495,35,27.51724138,20,0,16,101.4827586
496,35,27.51724138,20,20.8,0,96.68275862
497,35,27.51724138,20,40,0,77.48275862
498,35,27.51724138,35,0,16,86.48275862
499,35,27.51724138,35,20.8,0,81.68275862
500,35,27.51724138,35,40,0,62.48275862
501,35,27.51724138,50,0,16,71.48275862
502,35,27.51724138,50,20.8,0,66.68275862
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
503,35,27.51724138,50,40,0,47.48275862
504,35,28.13793103,20,0,16,100.862069
505,35,28.13793103,20,20.8,0,96.06206897
506,35,28.13793103,20,40,0,76.86206897
507,35,28.13793103,35,0,16,85.86206897
508,35,28.13793103,35,20.8,0,81.06206897
509,35,28.13793103,35,40,0,61.86206897
510,35,28.13793103,50,0,16,70.86206897
511,35,28.13793103,50,20.8,0,66.06206897
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
512,35,28.13793103,50,40,0,46.86206897
513,35,28.75862069,20,0,16,100.2413793
514,35,28.75862069,20,20.8,0,95.44137931
515,35,28.75862069,20,40,0,76.24137931
516,35,28.75862069,35,0,16,85.24137931
517,35,28.75862069,35,20.8,0,80.44137931
518,35,28.75862069,35,40,0,61.24137931
519,35,28.75862069,50,0,16,70.24137931
520,35,28.75862069,50,20.8,0,65.44137931
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
521,35,28.75862069,50,40,0,46.24137931
522,35,29.37931034,20,0,16,99.62068966
523,35,29.37931034,20,20.8,0,94.82068966
524,35,29.37931034,20,40,0,75.62068966
525,35,29.37931034,35,0,16,84.62068966
526,35,29.37931034,35,20.8,0,79.82068966
527,35,29.37931034,35,40,0,60.62068966
528,35,29.37931034,50,0,16,69.62068966
529,35,29.37931034,50,20.8,0,64.82068966
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
530,35,29.37931034,50,40,0,45.62068966
531,35,30,20,0,16,99
532,35,30,20,20.8,0,94.2
533,35,30,20,40,0,75
534,35,30,35,0,16,84
535,35,30,35,20.8,0,79.2
536,35,30,35,40,0,60
537,35,30,50,0,16,69
538,35,30,50,20.8,0,64.2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
539,35,30,50,40,0,45
540,50,12,20,0,16,102
541,50,12,20,20.8,0,97.2
542,50,12,20,40,0,78
543,50,12,35,0,16,87
544,50,12,35,20.8,0,82.2
545,50,12,35,40,0,63
546,50,12,50,0,16,72
547,50,12,50,20.8,0,67.2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
548,50,12,50,40,0,48
549,50,12.62068966,20,0,16,101.3793103
550,50,12.62068966,20,20.8,0,96.57931034
551,50,12.62068966,20,40,0,77.37931034
552,50,12.62068966,35,0,16,86.37931034
553,50,12.62068966,35,20.8,0,81.57931034
554,50,12.62068966,35,40,0,62.37931034
555,50,12.62068966,50,0,16,71.37931034
556,50,12.62068966,50,20.8,0,66.57931034
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
557,50,12.62068966,50,40,0,47.37931034
558,50,13.24137931,20,0,16,100.7586207
559,50,13.24137931,20,20.8,0,95.95862069
560,50,13.24137931,20,40,0,76.75862069
561,50,13.24137931,35,0,16,85.75862069
562,50,13.24137931,35,20.8,0,80.95862069
563,50,13.24137931,35,40,0,61.75862069
564,50,13.24137931,50,0,16,70.75862069
565,50,13.24137931,50,20.8,0,65.95862069
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
566,50,13.24137931,50,40,0,46.75862069
567,50,13.86206897,20,0,16,100.137931
568,50,13.86206897,20,20.8,0,95.33793103
569,50,13.86206897,20,40,0,76.13793103
570,50,13.86206897,35,0,16,85.13793103
571,50,13.86206897,35,20.8,0,80.33793103
572,50,13.86206897,35,40,0,61.13793103
573,50,13.86206897,50,0,16,70.13793103
574,50,13.86206897,50,20.8,0,65.33793103
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
575,50,13.86206897,50,40,0,46.13793103
576,50,14.48275862,20,0,16,99.51724138
577,50,14.48275862,20,20.8,0,94.71724138
578,50,14.48275862,20,40,0,75.51724138
579,50,14.48275862,35,0,16,84.51724138
580,50,14.48275862,35,20.8,0,79.71724138
581,50,14.48275862,35,40,0,60.51724138
582,50,14.48275862,50,0,16,69.51724138
583,50,14.48275862,50,20.8,0,64.71724138
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
584,50,14.48275862,50,40,0,45.51724138
585,50,15.10344828,20,0,16,98.89655172
586,50,15.10344828,20,20.8,0,94.09655172
587,50,15.10344828,20,40,0,74.89655172
588,50,15.10344828,35,0,16,83.89655172
589,50,15.10344828,35,20.8,0,79.09655172
590,50,15.10344828,35,40,0,59.89655172
591,50,15.10344828,50,0,16,68.89655172
592,50,15.10344828,50,20.8,0,64.09655172
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
593,50,15.10344828,50,40,0,44.89655172
594,50,15.72413793,20,0,16,98.27586207
595,50,15.72413793,20,20.8,0,93.47586207
596,50,15.72413793,20,40,0,74.27586207
597,50,15.72413793,35,0,16,83.27586207
598,50,15.72413793,35,20.8,0,78.47586207
599,50,15.72413793,35,40,0,59.27586207
600,50,15.72413793,50,0,16,68.27586207
601,50,15.72413793,50,20.8,0,63.47586207
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
602,50,15.72413793,50,40,0,44.27586207
603,50,16.34482759,20,0,16,97.65517241
604,50,16.34482759,20,20.8,0,92.85517241
605,50,16.34482759,20,40,0,73.65517241
606,50,16.34482759,35,0,16,82.65517241
607,50,16.34482759,35,20.8,0,77.85517241
608,50,16.34482759,35,40,0,58.65517241
609,50,16.34482759,50,0,16,67.65517241
610,50,16.34482759,50,20.8,0,62.85517241
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
611,50,16.34482759,50,40,0,43.65517241
612,50,16.96551724,20,0,16,97.03448276
613,50,16.96551724,20,20.8,0,92.23448276
614,50,16.96551724,20,40,0,73.03448276
615,50,16.96551724,35,0,16,82.03448276
616,50,16.96551724,35,20.8,0,77.23448276
617,50,16.96551724,35,40,0,58.03448276
618,50,16.96551724,50,0,16,67.03448276
619,50,16.96551724,50,20.8,0,62.23448276
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
620,50,16.96551724,50,40,0,43.03448276
621,50,17.5862069,20,0,16,96.4137931
622,50,17.5862069,20,20.8,0,91.6137931
623,50,17.5862069,20,40,0,72.4137931
624,50,17.5862069,35,0,16,81.4137931
625,50,17.5862069,35,20.8,0,76.6137931
626,50,17.5862069,35,40,0,57.4137931
627,50,17.5862069,50,0,16,66.4137931
628,50,17.5862069,50,20.8,0,61.6137931
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
629,50,17.5862069,50,40,0,42.4137931
630,50,18.20689655,20,0,16,95.79310345
631,50,18.20689655,20,20.8,0,90.99310345
632,50,18.20689655,20,40,0,71.79310345
633,50,18.20689655,35,0,16,80.79310345
634,50,18.20689655,35,20.8,0,75.99310345
635,50,18.20689655,35,40,0,56.79310345
636,50,18.20689655,50,0,16,65.79310345
637,50,18.20689655,50,20.8,0,60.99310345
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
638,50,18.20689655,50,40,0,41.79310345
639,50,18.82758621,20,0,16,95.17241379
640,50,18.82758621,20,20.8,0,90.37241379
641,50,18.82758621,20,40,0,71.17241379
642,50,18.82758621,35,0,16,80.17241379
643,50,18.82758621,35,20.8,0,75.37241379
644,50,18.82758621,35,40,0,56.17241379
645,50,18.82758621,50,0,16,65.17241379
646,50,18.82758621,50,20.8,0,60.37241379
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
647,50,18.82758621,50,40,0,41.17241379
648,50,19.44827586,20,0,16,94.55172414
649,50,19.44827586,20,20.8,0,89.75172414
650,50,19.44827586,20,40,0,70.55172414
651,50,19.44827586,35,0,16,79.55172414
652,50,19.44827586,35,20.8,0,74.75172414
653,50,19.44827586,35,40,0,55.55172414
654,50,19.44827586,50,0,16,64.55172414
655,50,19.44827586,50,20.8,0,59.75172414
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
656,50,19.44827586,50,40,0,40.55172414
657,50,20.06896552,20,0,16,93.93103448
658,50,20.06896552,20,20.8,0,89.13103448
659,50,20.06896552,20,40,0,69.93103448
660,50,20.06896552,35,0,16,78.93103448
661,50,20.06896552,35,20.8,0,74.13103448
662,50,20.06896552,35,40,0,54.93103448
663,50,20.06896552,50,0,16,63.93103448
664,50,20.06896552,50,20.8,0,59.13103448
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
665,50,20.06896552,50,40,0,39.93103448
666,50,20.68965517,20,0,16,93.31034483
667,50,20.68965517,20,20.8,0,88.51034483
668,50,20.68965517,20,40,0,69.31034483
669,50,20.68965517,35,0,16,78.31034483
670,50,20.68965517,35,20.8,0,73.51034483
671,50,20.68965517,35,40,0,54.31034483
672,50,20.68965517,50,0,16,63.31034483
673,50,20.68965517,50,20.8,0,58.51034483
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
674,50,20.68965517,50,40,0,39.31034483
675,50,21.31034483,20,0,16,92.68965517
676,50,21.31034483,20,20.8,0,87.88965517
677,50,21.31034483,20,40,0,68.68965517
678,50,21.31034483,35,0,16,77.68965517
679,50,21.31034483,35,20.8,0,72.88965517
680,50,21.31034483,35,40,0,53.68965517
681,50,21.31034483,50,0,16,62.68965517
682,50,21.31034483,50,20.8,0,57.88965517
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
683,50,21.31034483,50,40,0,38.68965517
684,50,21.93103448,20,0,16,92.06896552
685,50,21.93103448,20,20.8,0,87.26896552
686,50,21.93103448,20,40,0,68.06896552
687,50,21.93103448,35,0,16,77.06896552
688,50,21.93103448,35,20.8,0,72.26896552
689,50,21.93103448,35,40,0,53.06896552
690,50,21.93103448,50,0,16,62.06896552
691,50,21.93103448,50,20.8,0,57.26896552
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
692,50,21.93103448,50,40,0,38.06896552
693,50,22.55172414,20,0,16,91.44827586
694,50,22.55172414,20,20.8,0,86.64827586
695,50,22.55172414,20,40,0,67.44827586
696,50,22.55172414,35,0,16,76.44827586
697,50,22.55172414,35,20.8,0,71.64827586
698,50,22.55172414,35,40,0,52.44827586
699,50,22.55172414,50,0,16,61.44827586
700,50,22.55172414,50,20.8,0,56.64827586
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
701,50,22.55172414,50,40,0,37.44827586
702,50,23.17241379,20,0,16,90.82758621
703,50,23.17241379,20,20.8,0,86.02758621
704,50,23.17241379,20,40,0,66.82758621
705,50,23.17241379,35,0,16,75.82758621
706,50,23.17241379,35,20.8,0,71.02758621
707,50,23.17241379,35,40,0,51.82758621
708,50,23.17241379,50,0,16,60.82758621
709,50,23.17241379,50,20.8,0,56.02758621
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
710,50,23.17241379,50,40,0,36.82758621
711,50,23.79310345,20,0,16,90.20689655
712,50,23.79310345,20,20.8,0,85.40689655
713,50,23.79310345,20,40,0,66.20689655
714,50,23.79310345,35,0,16,75.20689655
715,50,23.79310345,35,20.8,0,70.40689655
716,50,23.79310345,35,40,0,51.20689655
717,50,23.79310345,50,0,16,60.20689655
718,50,23.79310345,50,20.8,0,55.40689655
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
719,50,23.79310345,50,40,0,36.20689655
720,50,24.4137931,20,0,16,89.5862069
721,50,24.4137931,20,20.8,0,84.7862069
722,50,24.4137931,20,40,0,65.5862069
723,50,24.4137931,35,0,16,74.5862069
724,50,24.4137931,35,20.8,0,69.7862069
725,50,24.4137931,35,40,0,50.5862069
726,50,24.4137931,50,0,16,59.5862069
727,50,24.4137931,50,20.8,0,54.7862069
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
728,50,24.4137931,50,40,0,35.5862069
729,50,25.03448276,20,0,16,88.96551724
730,50,25.03448276,20,20.8,0,84.16551724
731,50,25.03448276,20,40,0,64.96551724
732,50,25.03448276,35,0,16,73.96551724
733,50,25.03448276,35,20.8,0,69.16551724
734,50,25.03448276,35,40,0,49.96551724
735,50,25.03448276,50,0,16,58.96551724
736,50,25.03448276,50,20.8,0,54.16551724
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
737,50,25.03448276,50,40,0,34.96551724
738,50,25.65517241,20,0,16,88.34482759
739,50,25.65517241,20,20.8,0,83.54482759
740,50,25.65517241,20,40,0,64.34482759
741,50,25.65517241,35,0,16,73.34482759
742,50,25.65517241,35,20.8,0,68.54482759
743,50,25.65517241,35,40,0,49.34482759
744,50,25.65517241,50,0,16,58.34482759
745,50,25.65517241,50,20.8,0,53.54482759
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
746,50,25.65517241,50,40,0,34.34482759
747,50,26.27586207,20,0,16,87.72413793
748,50,26.27586207,20,20.8,0,82.92413793
749,50,26.27586207,20,40,0,63.72413793
750,50,26.27586207,35,0,16,72.72413793
751,50,26.27586207,35,20.8,0,67.92413793
752,50,26.27586207,35,40,0,48.72413793
753,50,26.27586207,50,0,16,57.72413793
754,50,26.27586207,50,20.8,0,52.92413793
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
755,50,26.27586207,50,40,0,33.72413793
756,50,26.89655172,20,0,16,87.10344828
757,50,26.89655172,20,20.8,0,82.30344828
758,50,26.89655172,20,40,0,63.10344828
759,50,26.89655172,35,0,16,72.10344828
760,50,26.89655172,35,20.8,0,67.30344828
761,50,26.89655172,35,40,0,48.10344828
762,50,26.89655172,50,0,16,57.10344828
763,50,26.89655172,50,20.8,0,52.30344828
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
764,50,26.89655172,50,40,0,33.10344828
765,50,27.51724138,20,0,16,86.48275862
766,50,27.51724138,20,20.8,0,81.68275862
767,50,27.51724138,20,40,0,62.48275862
768,50,27.51724138,35,0,16,71.48275862
