83,58.5,35,40,16.5,50,,,,,,,
84,93.7137931,20,22.7862069,21,42.5,,,,,,,
85,92.38965517,20,24.11034483,21,42.5,,,,,,,
86,91.06551724,20,25.43448276,21,42.5,,,,,,,
87,89.74137931,20,26.75862069,21,42.5,,,,,,,
88,88.41724138,20,28.08275862,21,42.5,,,,,,,
89,87.09310345,20,29.40689655,21,42.5,,,,,,,
90,85.76896552,20,30.73103448,21,42.5,,,,,,,
91,84.44482759,20,32.05517241,21,42.5,,,,,,,
92,83.12068966,20,33.37931034,21,42.5,,,,,,,
93,81.79655172,20,34.70344828,21,42.5,,,,,,,
94,80.47241379,20,36.02758621,21,42.5,,,,,,,
95,79.14827586,20,37.35172414,21,42.5,,,,,,,
96,77.82413793,20,38.67586207,21,42.5,,,,,,,
97,76.5,20,40,21,42.5,,,,,,,
98,80.91724138,27.5,28.08275862,21,42.5,,,,,,,
99,79.59310345,27.5,29.40689655,21,42.5,,,,,,,
100,78.26896552,27.5,30.73103448,21,42.5,,,,,,,
101,76.94482759,27.5,32.05517241,21,42.5,,,,,,,
102,75.62068966,27.5,33.37931034,21,42.5,,,,,,,
103,74.29655172,27.5,34.70344828,21,42.5,,,,,,,
104,72.97241379,27.5,36.02758621,21,42.5,,,,,,,
105,71.64827586,27.5,37.35172414,21,42.5,,,,,,,
106,70.32413793,27.5,38.67586207,21,42.5,,,,,,,
107,69,27.5,40,21,42.5,,,,,,,
