Shift (ppm),Intensity
7.800460361786826,-0.0005631779786199
7.8014132255034525,0.0005356576875783
7.802366089220087,-0.0015879508573561
7.803318952936721,-0.0005663110641762
7.804271816653355,-0.0002867115836124
7.805224680369989,0.0017001082887873
7.806177544086616,0.0023351695854216
7.80713040780325,-0.0022666484583169
7.808083271519884,0.001435765530914
7.809036135236518,-0.0014519152464345
7.809988998953145,-0.001133415964432
7.810941862669779,-0.0017763692885637
7.811894726386413,-0.0018944658804684
7.812847590103047,-0.0008738858159631
7.813800453819681,0.0018635827582329
7.814753317536308,-0.0021744621917605
7.815706181252942,0.001014393987134
7.816659044969576,-0.0018492292147129
7.81761190868621,-0.0030644310172647
7.818564772402844,8.0199806689e-06
7.819517636119471,0.0013979634968563
7.820470499836105,0.0001717774866847
7.821423363552739,0.0007552513270638
7.822376227269373,-0.0005483633722178
7.823329090986007,-1.6064539067e-06
7.824281954702634,-0.0010890549747273
7.825234818419268,0.0015865273308008
7.826187682135902,-0.000997804920189
7.827140545852536,-0.0011290871771052
7.828093409569163,-0.0059920651838183
7.829046273285797,0.0002603203756734
7.829999137002431,-0.0011515717487782
7.830952000719066,0.0001392379199387
7.8319048644357,-0.0014798714546486
7.832857728152327,0.0022932686842978
7.833810591868961,-0.0010098008206114
7.834763455585595,-0.0015158762689679
7.835716319302229,-6.14248783676e-05
7.836669183018863,0.0014434750191867
7.83762204673549,0.0011337687028571
7.838574910452124,-0.0002700232435017
7.839527774168758,0.0014937637606635
7.840480637885392,0.0003862270677927
7.841433501602026,0.0013267733156681
7.842386365318653,5.12564474774e-05
7.843339229035287,-0.0003011754597537
7.844292092751921,0.0047190096229314
7.845244956468555,0.0024452423676848
7.846197820185189,-0.0004447384562809
7.847150683901816,0.0023586829192936
7.84810354761845,0.0025438072625547
7.849056411335084,9.6755749837e-05
7.850009275051718,0.0015203453367576
7.850962138768345,0.0007008179090917
7.851915002484979,0.0014694989658892
7.852867866201613,-0.0033128163777291
7.853820729918247,-0.0003600251220632
7.8547735936348815,-0.0034467056393623
7.855726457351508,-0.0007806085632182
7.8566793210681425,-0.0008563493611291
7.857632184784776,-0.0030292535666376
7.858585048501411,-0.0003008696949109
7.859537912218045,0.0015762345865368
7.860490775934672,-0.0024054492823779
7.861443639651306,-0.0001380967005388
7.86239650336794,-0.0001115550767281
7.863349367084574,-0.0003758048696909
7.864302230801208,-0.0013954165624454
7.865255094517835,-0.0015080799348652
7.866207958234469,-6.36771801509e-05
7.867160821951103,-0.0019480513874441
7.868113685667737,0.0014224025653675
7.869066549384364,0.0003757043450605
7.870019413100998,0.0002391295565757
7.870972276817632,-0.0011391915613785
7.871925140534266,-0.0002789324207697
7.8728780042509,0.0022479908075183
7.873830867967527,-0.0010567990830168
7.874783731684161,-0.0006474739057011
7.875736595400795,0.0024577844887971
7.876689459117429,0.0027749710716307
7.877642322834063,-0.000315548852086
7.87859518655069,-0.0014252018881961
7.879548050267324,0.0023228751961141
7.880500913983958,0.0014811550499871
7.881453777700592,-0.0035669552162289
7.882406641417226,0.0020871895831078
7.883359505133853,0.0017833246383816
7.884312368850487,-0.0022850844543427
7.8852652325671215,-0.0019333097152411
7.886218096283756,0.0019854446873068
7.8871709600003825,0.0003724418638739
7.888123823717017,-0.0001587284205015
7.889076687433651,0.000706274411641
7.890029551150285,-0.0002962177968584
7.890982414866919,-0.000811395002529
7.891935278583546,-0.0010232793865725
7.89288814230018,0.0020148502662777
7.893841006016814,0.0036762568634003
7.894793869733448,0.0009158970788121
7.895746733450082,-0.0015825979644432
7.896699597166709,0.0007376500288955
7.897652460883343,-0.0024571574758738
7.898605324599977,-0.0015118934679776
7.899558188316611,0.0019449341343715
7.900511052033245,0.0028707105666399
7.901463915749872,0.000848414376378
7.902416779466506,-0.002608765149489
7.90336964318314,-0.0009800239931792
7.904322506899774,0.0005161046283319
7.905275370616401,0.0019689588807523
7.906228234333035,-0.0033086591865867
7.907181098049669,-0.0011751104611903
7.908133961766303,0.0002287835814058
7.909086825482937,0.0010263518197461
7.910039689199564,0.0023603907320648
7.910992552916198,-0.0011503845453262
7.911945416632832,-0.0012551198014989
7.912898280349466,-0.0007622793200425
7.913851144066101,0.0020998788531869
7.914804007782727,0.0043669771403074
7.915756871499362,0.0008791409782133
7.916709735215996,0.0016444359207525
7.91766259893263,0.0022746461909264
7.918615462649264,-0.0030812532640993
7.919568326365891,-0.0021270590368658
7.920521190082525,-0.0043977699242532
7.921474053799159,-0.0008425625273957
7.922426917515793,-0.0028144784737378
7.923379781232427,0.0014525373699143
7.924332644949054,0.0012383244466036
7.925285508665688,0.0008582847076468
7.926238372382322,0.0012045194162055
7.927191236098956,-0.001101515837945
7.928144099815583,5.01311333209e-05
7.929096963532217,-0.0035403086803853
7.930049827248851,-0.0001662626891629
7.931002690965485,-0.0005754937883466
